UID,fips,period,INFRA120001,INFRA120002,INFRA120003,INFRA120004,INFRA150001,INFRA150002,INFRA150003,INFRA150004,INFRA150005,INFRA150006,INFRA150007,INFRA150008,INFRA150009,INFRA150010,INFRA150011,INFRA150012,INFRA150013,INFRA150014,INFRA150015,INFRA150016,INFRA150017,INFRA150018,INFRA140003,INFRA140004,SOCWB350001,SOCWB350002,SOCWB350003,BLTENV220001,BLTENV220002,BLTENV220003,BLTENV220004,INFRA110007,BLTENV220005,BLTENV220006,BLTENV220007,INFRA120005,INFRA120006,INFRA120007,INFRA120008,BLTENV220008,BLTENV220009,BLTENV220010,BLTENV220011,INFRA140007,ECNVIT510001,INFRA130002,SOCWB320013,SOCWB310003,SOCWB310004,ECNVIT530001,ECNVIT530002,SOCWB310005,SOCWB310006,ECNVIT530003,ECNVIT530004,BLTENV220017,BLTENV220018,ECNVIT530005,ECNVIT530006,SOCWB310007,SOCWB310008,SOCWB310009,SOCWB310010,BLTENV220022,BLTENV220023,SOCWB310011,SOCWB310012,BLTENV220029,BLTENV220030,ECNVIT530007,ECNVIT530008,SOCWB310015,SOCWB310017,SOCWB330004,SOCWB330005,SOCWB330006,SOCWB330007,SOCWB330008,SOCWB330009,SOCWB350006,SOCWB350007,SOCWB330010,SOCWB330011,SOCWB330012,SOCWB330013,SOCWB310018,SOCWB310019,ECNVIT510002,ECNVIT510003,SOCWB320016,SOCWB320017,SOCWB320018,SOCWB320019,SOCWB330014,SOCWB330015,SOCWB330016,SOCWB330017,NATENV410002,NATENV410003,NATENV410004,NATENV410005
23074,21013,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89402962,72.0774164,,75.26871926,16.25979231,0,8.170887229,,25.08016491,54.91678119,1.992670637,22.21866295,9,,260,,,,,,,,,,,,,,,,,,,,,,,,,27117,4889,,,,,,,,,,,,,,,,,105,65,660,25796,,,,,,,,
23075,21013,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.26294857,9.904502046,73.60315295,,75.80222363,15.71002441,0,8.406399711,,23.2833106,54.47172957,1.841746248,20.58290693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23076,21014,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23077,21014,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23078,21014,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23079,21014,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23080,21014,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23081,21014,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23082,21014,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23083,21014,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23084,21015,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1739,,,,,,,,,,,,,,,,,,,,,,,,,87108,7070,,,,,,,,,,,,,,,,,1143,203,1326,83675,,,,,,,,
23085,21015,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1891,,,,,,,,,,,,,,,,,,,,,,,,,90277,7361,,,,,,,,,,,,,,,,,1268,209,1610,86297,,,,,13.05,3.56,74.54,0.002782486
23086,21015,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2092,,,,,,,,,,,,,,,,,,,,,,,,,93323,7569,,,,,,,,,,,,,,,,,1362,225,1810,88905,,,,,,,,
23087,21015,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2315,,,,,,,,,,,,,,,,,,,,,,,,,96680,7964,,,,,,,,,,,,,,,,,1488,233,1964,91888,,,,,,,,
23088,21015,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2649,,,,,,,,,,,,,,,,,,,,,,,,,100822,8315,,,,,,,,,,,,,,,,,1636,212,2142,95562,,,,,,,,
23089,21015,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2937,8092,,806,,1664,,3401,,4188,,54185,,348,,1217,,2009,,717,,2590,,26494,,105456,8703,16413.43,,38770.83,,9191.84,,,,9003,,4187,,,,-99,,1850,234,2341,99627,20152,,17346.28,,,,,
23090,21015,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3294,8744,,784,,1510,,3737,,4512,,56477,,374,,1356,,1647,,683,,3200,,26728,,109295,9454,17274.19,,63152.2,,7725.04,,,,8919,,2843,,29913,,3787,,1985,259,2549,103007,20104,,16880.43,,13.06,3.6,74.42,0.002782485
23091,21015,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3625,8562,,1484,,1397,,,,1603,,67224,,366,,1385,,2146,,724,,4511,,27685,,112308,9916,20395.45,,63762.63,,10203.81,,,,5251,,2027,,31086,,-99,,2157,258,2808,105424,22916,,20170.28,,,,,
23092,21015,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3929,10707,,1176,,2109,,,,387,,66017,,417,,1420,,2026,,798,,2849,,27414,,115262,10499,19365.32,,67853.1,,8401.59,,,,5162,,1035,,31419,,2692,,2406,242,2907,107940,23805,,20805.57,,,,,
23093,21015,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,4155,11364,,1078,,2363,,,,830,,68369,,410,,1367,,2316,,836,,3823,,27127,,117461,10964,22646.96,,69318.06,,8369.36,,,,9504,,3559,,32415,,5478,,2574,275,3083,109659,22063,,18841.8,,,,,
23094,21015,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1036113,23.952456,,39.53907527,48.56772085,,11.79227146,,4.547976827,70.53248396,2.472643331,24.0643994,9,,4245,11666,10343,2038,1403,1505,1735,4740,3234,545,1632,64008,66549,403,400,1394,1426,1887,2049,843,797,4120,3441,29010,28520,119290,11393,24476.23,20679.06,69438.84,66363.65,8708.15,8372.86,12609,,13339,,4248,,33581,32547,4861,3562,2583,321,3097,111314,24612,23321,20181.84,19892.81,,,,
23095,21015,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.76272596,28.52803432,,41.08453027,47.68778529,0,11.08907105,,4.527946776,70.72263317,2.774981398,24.38926491,8,,4467,12635,,953,,1851,,3801,,806,,63556,,415,,1367,,1688,,811,,4423,,25955,,121449,11915,21916.68,,72924.22,,7029.41,,9279,,10374,,3792,,34376,,3134,,2731,292,3266,113058,25792,,22645.37,,13.08,3.59,74.18,0.002782485
23096,21015,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.51311802,29.89501256,,42.11699557,47.09388272,0,10.69526245,,4.476578059,70.0536843,2.311888475,24.37176508,7,,4571,14024,,1529,,1450,,3778,,644,,65909,,387,,1363,,1714,,875,,2403,,28391,,122847,12839,23842.21,,72952.41,,7837.25,,8454,,10393,,4473,,34355,,4692,,2958,272,3488,113954,25116,,21850.92,,,,,
23097,21015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.28937493,31.17658411,,42.95919547,46.01780141,0,10.90509768,,4.108502198,70.0096494,1.992066045,23.81906369,7,,4846,15171,,2845,,1289,,3720,,381,,64414,,418,,1334,,1713,,867,,1847,,30457,,123998,13304,26470.68,,74504.1,,7148.95,,12769,,10765,,4221,,34321,,4368,,3079,267,3617,114739,24270,,21794.46,,,,,
23098,21015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5434413,32.64154552,,44.16326902,44.91037059,0,10.70541876,,3.746918303,69.20215931,1.572728046,24.12546189,5,,4935,14947,,2159,,2185,,3974,,710,,65736,,444,,1327,,1732,,858,,2964,,29676,,125735,14140,25822.41,,74424.48,,8698.29,,9286,,9207,,3459,,34548,,3976,,3224,264,3831,115994,25534,,20810.21,,,,,
23099,21015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72296044,32.87616399,33.76100788,,45.37788812,44.79634973,0,9.476839115,,3.594151603,69.07049256,1.198752791,24.12879172,4,,5198,13690,14119,3101,2144,1695,1631,4340,3947,535,644,67047,66730,466,436,1394,1381,1843,1706,933,905,2412,2757,32297,29866,127163,14799,26408.94,24875.62,76569.33,74303.8,7343,7706,7340,9737,10584,10156,3565,3803,34845,34408,3766,3722,3347,247,4034,117012,24792,24869,21669,21549,,,,
23100,21015,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99874063,30.29387192,34.72826768,,45.34381914,44.83778396,0,9.349602401,,3.59246418,68.67454781,0.760265675,23.65548598,4,,5370,,,3163,,,,,,,,,,,,,,,,954,,,,33961,,128536,15482,,,,,,,3776,,,,4250,,34581,,2404,,3451,241,4232,117939,26212,,23136,,,,,
23101,21015,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.94663196,27.79809893,35.78630487,,45.25436598,44.98752576,0,9.28734136,,3.540279181,69.86741995,0.826821172,23.99145888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23102,21016,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23103,21016,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23104,21016,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23105,21016,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23106,21016,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23107,21016,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23108,21017,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,512,,,,,,,,,,,,,,,,,,,,,,,,,19366,2638,,,,,,,,,,,,,,,,,29,31,1352,17784,,,,,,,,
23109,21017,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,576,,,,,,,,,,,,,,,,,,,,,,,,,19443,2680,,,,,,,,,,,,,,,,,32,33,1326,17880,,,,,83.02,1.32,15.06,0.05
23110,21017,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,644,,,,,,,,,,,,,,,,,,,,,,,,,19452,2697,,,,,,,,,,,,,,,,,34,35,1305,17890,,,,,,,,
23111,21017,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,721,,,,,,,,,,,,,,,,,,,,,,,,,19563,2728,,,,,,,,,,,,,,,,,34,36,1308,17982,,,,,,,,
23112,21017,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,802,,,,,,,,,,,,,,,,,,,,,,,,,19733,2751,,,,,,,,,,,,,,,,,39,41,1303,18139,,,,,,,,
23113,21017,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,870,,,,,,,,,,,,,,,,,,,,,,,,,19908,2849,,,,,,,,,,,,,,,,,53,47,1291,18281,,,,,,,,
23114,21017,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,994,,,,,,,,,,,,,,,,,,,,,,,,,19809,2872,,,,,,,,,,,,,,,,,62,51,1268,18192,,,,,83,1.41,15,0.05
23115,21017,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1110,,,,,,,,,,,,,,,,,,,,,,,,,19891,2909,,,,,,,,,,,,,,,,,64,59,1252,18257,,,,,,,,
23116,21017,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1194,,,,,,,,,,,,,,,,,,,,,,,,,20046,3017,,,,,,,,,,,,,,,,,65,60,1261,18384,,,,,,,,
23117,21017,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1316,,,,,,,,,,,,,,,,,,,,,,,,,20027,3044,,,,,,,,,,,,,,,,,73,63,1256,18334,,,,,,,,
23118,21017,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53873793,55.35593982,,48.41367437,33.84161338,,17.19134284,,7.006512464,56.07455648,1.740399731,21.51554867,9,,1343,,2676,,81,,772,,1458,,505,,40849,,337,,1117,,624,,581,,774,,21355,19964,3051,,2374.75,,11177.71,,2905.38,,,,,,,,4783,,723,75,73,1198,18256,,3695,,3288.55,,,,
23119,21017,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07042727,65.92351688,,48.75835119,34.71574436,0,16.16034287,,6.739934956,54.78299877,1.536391163,21.80615121,8,,1385,,,,,,,,,,,,,,,,,,,,,,,,,19982,3077,,,,,,,,,,,,,,,,,77,61,1236,18296,,,,,83,1.34,15.03,0.05
23120,21017,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63041536,66.42362662,,52.16409484,32.70605947,0,15.0671183,,7.335864225,54.06431443,1.239392586,22.04690288,7,,1342,,,,,,,,,,,,,,,,,,,,,,,,,19985,3259,,,,,,,,,,,,,,,,,81,63,1235,18273,,,,,,,,
23121,21017,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18622078,65.83156247,,53.57914812,31.71010807,0,14.38016529,,7.851470753,52.63393356,1.163180852,22.40495762,7,,1321,,,,,,,,,,,,,,,,,,,,,,,,,19946,3369,,,,,,,,,,,,,,,,,87,68,1265,18184,,,,,,,,
23122,21017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97023079,67.84479875,,52.71138525,33.32048317,0,13.69827808,,6.667409968,52.29122533,1.27104471,22.53529849,6,,1322,,,,,,,,,,,,,,,,,,,,,,,,,19988,3502,,,,,,,,,,,,,,,,,84,67,1258,18208,,,,,,,,
23123,21017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1134594,67.03448276,,52.82826999,34.00279649,0,12.67319181,,6.451612903,54.12680756,0.967741935,22.36651083,5,,1339,,3094,,106,,601,,1334,,240,,45208,,356,,1094,,580,,690,,1123,,23620,20073,3576,,2216.32,,11483.3,,2619,,2593,,3272,,1124,,4630,,984,93,69,1247,18276,,3390,,3080,,,,
23124,21017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24936161,67.98712113,,55.57627751,31.96568445,0,11.87367898,,7.516376152,55.00166537,0.954812923,22.02469432,5,,1312,,,,,,,,,,,,,,,,,,,,,,,,,20030,3650,,,,,,,,,,,,,,,,,83,75,1219,18257,,,,,,,,
23125,21017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38935436,12.51994681,69.09352837,,54.47264662,33.31690488,0,11.70527353,,7.103280142,56.06161348,0.842198582,22.73695727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23126,21018,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23127,21018,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23128,21018,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23129,21018,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23130,21018,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23131,21018,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23132,21018,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23133,21018,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23134,21019,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,556,,,,,,,,,,,,,,,,,,,,,,,,,49627,7769,,,,,,,,,,,,,,,,,154,81,1284,47714,,,,,,,,
23135,21019,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,570,,,,,,,,,,,,,,,,,,,,,,,,,49595,7837,,,,,,,,,,,,,,,,,180,74,1369,47572,,,,,0.05,2.55,84.43,0
23136,21019,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,612,,,,,,,,,,,,,,,,,,,,,,,,,49578,7853,,,,,,,,,,,,,,,,,183,83,1366,47528,,,,,,,,
23137,21019,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,625,,,,,,,,,,,,,,,,,,,,,,,,,49754,8008,,,,,,,,,,,,,,,,,183,89,1346,47686,,,,,,,,
23138,21019,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,632,,,,,,,,,,,,,,,,,,,,,,,,,49542,8059,,,,,,,,,,,,,,,,,182,93,1374,47429,,,,,,,,
23139,21019,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,660,,,,,,,,,,,,,,,,,,,,,,,,,49403,8115,,,,,,,,,,,,,,,,,196,97,1392,47223,,,,,,,,
23140,21019,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,645,,,,,,,,,,,,,,,,,,,,,,,,,49312,8049,,,,,,,,,,,,,,,,,197,103,1395,47096,,,,,0.05,2.6,83.22,0
23141,21019,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,674,,,,,,,,,,,,,,,,,,,,,,,,,49154,8099,,,,,,,,,,,,,,,,,202,105,1420,46868,,,,,,,,
23142,21019,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,682,,,,,,,,,,,,,,,,,,,,,,,,,49244,8089,,,,,,,,,,,,,,,,,207,112,1449,46882,,,,,,,,
23143,21019,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,721,,,,,,,,,,,,,,,,,,,,,,,,,49362,8173,,,,,,,,,,,,,,,,,210,117,1435,47015,,,,,,,,
23144,21019,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92060526,60.6950458,,45.01586327,49.39617235,,5.239995906,,11.79526913,61.60156784,1.86409006,19.50687825,10,,764,,7882,,393,,1878,,3484,,772,,38802,,300,,921,,2588,,533,,2399,,22064,49580,8260,,5532.68,,29379.26,,6315.52,,,,,,,,10669,,1575,222,127,1452,47168,,7721,,7056.99,,,,
23145,21019,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.36455094,73.95829523,,45.15649813,48.56308591,0,5.824496696,,11.53283336,61.72489482,1.948051948,20.47810644,10,,713,,,,,,,,,,,,,,,,,,,,,,,,,49409,8264,,,,,,,,,,,,,,,,,225,123,1433,46989,,,,,0.05,2.69,82.59,0.0042024
23146,21019,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87267977,72.89472478,,46.49122807,47.57241942,99.55630355,5.553855569,,12.08579678,61.48311105,1.718685549,19.99150479,9,,751,,,,,,,,,,,,,,,,,,,,,,,,,49256,8458,,,,,,,,,,,,,,,,,230,125,1439,46782,,,,,,,,
23147,21019,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99337748,74.9696468,,45.67332309,48.83256528,110.4393241,5.181771633,,11.2352833,61.83774834,2.17531273,20.69501718,10,,775,,,,,,,,,,,,,,,,,,,,,,,,,48907,8598,,,,,,,,,,,,,,,,,249,137,1424,46388,,,,,,,,
23148,21019,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.732142857,76.12527614,,45.5178416,49.00424922,99.98464138,5.037628628,,10.93519882,62.11800442,2.057253314,20.91192671,8,,794,,,,,,,,,,,,,,,,,,,,,,,,,48795,8727,,,,,,,,,,,,,,,,,272,151,1445,46196,,,,,,,,
23149,21019,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.665239214,76.11088088,,45.50379198,49.0945674,109.9351353,4.988907806,,11.0420408,62.69282129,2.445089101,21.07971746,7,,769,,8052,,591,,1708,,3905,,287,,42319,,338,,990,,2398,,625,,2334,,25745,48488,8821,,6165.26,,30826.32,,4842,,5653,,9500,,3030,,10375,,2150,286,160,1402,45899,,7838,,7323,,,,
23150,21019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.619131076,77.22211973,,45.23367379,49.757557,0,4.647683896,,11.11059865,62.24056821,2.130799742,21.02472112,8,,828,,,,,,,,,,,,,,,,,,,,,,,,,48132,8904,,,,,,,,,,,,,,,,,285,171,1371,45547,,,,,,,,
23151,21019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26444898,7.403340408,78.54110916,,44.83498091,49.80909043,0,5.036874314,,10.99474024,61.64067546,1.827073913,21.56945467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23152,21020,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23153,21020,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23154,21020,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23155,21020,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23156,21020,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23157,21020,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23158,21020,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23159,21020,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23160,21021,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,397,,,,,,,,,,,,,,,,,,,,,,,,,27673,3890,,,,,,,,,,,,,,,,,164,59,2711,24451,,,,,,,,
23161,21021,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,440,,,,,,,,,,,,,,,,,,,,,,,,,27472,3884,,,,,,,,,,,,,,,,,189,59,2639,24286,,,,,30.96,0.67,59.74,2.27
23162,21021,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,468,,,,,,,,,,,,,,,,,,,,,,,,,27455,3883,,,,,,,,,,,,,,,,,199,61,2573,24310,,,,,,,,
23163,21021,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,512,,,,,,,,,,,,,,,,,,,,,,,,,27451,3923,,,,,,,,,,,,,,,,,208,57,2475,24387,,,,,,,,
23164,21021,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,559,,,,,,,,,,,,,,,,,,,,,,,,,27832,3961,,,,,,,,,,,,,,,,,228,63,2432,24758,,,,,,,,
23165,21021,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,621,,,,,,,,,,,,,,,,,,,,,,,,,27922,4078,,,,,,,,,,,,,,,,,223,61,2386,24846,,,,,,,,
23166,21021,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,697,,,,,,,,,,,,,,,,,,,,,,,,,28031,4205,,,,,,,,,,,,,,,,,223,55,2360,24951,,,,,31.01,0.68,59.5,2.25
